report_stem,config,depth,breadth,rigor,innovation,gap,overall,report_path
3_o3-mini_orkg_d4_b4,d4_b4,0.2,0.82,0.4,0.45,0.45,0.464,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/3_o3-mini_orkg_d4_b4.md
40_o3-mini_orkg_d1_b1,d1_b1,0.3,0.67,0.3,0.55,0.45,0.454,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/40_o3-mini_orkg_d1_b1.md
40_o3-mini_orkg_d1_b4,d1_b4,0.15,0.85,0.4,0.53,0.7,0.526,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/40_o3-mini_orkg_d1_b4.md
40_o3-mini_orkg_d4_b1,d4_b1,0.2,0.6,0.55,0.6,0.6,0.51,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/40_o3-mini_orkg_d4_b1.md
40_o3-mini_orkg_d4_b4,d4_b4,0.2,0.92,0.45,0.8,0.6,0.594,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/40_o3-mini_orkg_d4_b4.md
41_o3-mini_orkg_d1_b1,d1_b1,0.57,0.45,0.45,0.92,0.78,0.634,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/41_o3-mini_orkg_d1_b1.md
41_o3-mini_orkg_d1_b4,d1_b4,0.05,0.68,0.6,0.92,0.8,0.61,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/41_o3-mini_orkg_d1_b4.md
41_o3-mini_orkg_d4_b1,d4_b1,0.55,0.4,0.6,0.62,0.55,0.544,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/41_o3-mini_orkg_d4_b1.md
41_o3-mini_orkg_d4_b4,d4_b4,0.45,0.65,0.8,0.65,0.78,0.666,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/41_o3-mini_orkg_d4_b4.md
42_o3-mini_orkg_d1_b1,d1_b1,0.05,0.6,0.12,0.7,0.9,0.474,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/42_o3-mini_orkg_d1_b1.md
42_o3-mini_orkg_d1_b4,d1_b4,0.45,0.92,0.2,0.6,0.35,0.504,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/42_o3-mini_orkg_d1_b4.md
42_o3-mini_orkg_d4_b1,d4_b1,0.12,0.92,0.45,0.43,0.45,0.474,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/42_o3-mini_orkg_d4_b1.md
42_o3-mini_orkg_d4_b4,d4_b4,0.05,0.95,0.45,0.55,0.65,0.53,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/42_o3-mini_orkg_d4_b4.md
43_o3-mini_orkg_d1_b1,d1_b1,0.25,0.72,0.05,0.72,0.45,0.438,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/43_o3-mini_orkg_d1_b1.md
43_o3-mini_orkg_d1_b4,d1_b4,0.15,0.65,0.4,0.7,0.55,0.49,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/43_o3-mini_orkg_d1_b4.md
43_o3-mini_orkg_d4_b1,d4_b1,0.4,0.68,0.45,0.63,0.85,0.602,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/43_o3-mini_orkg_d4_b1.md
43_o3-mini_orkg_d4_b4,d4_b4,0.05,0.8,0.72,0.55,0.45,0.514,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/43_o3-mini_orkg_d4_b4.md
44_o3-mini_orkg_d1_b1,d1_b1,0.3,0.68,0.3,0.93,0.45,0.532,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/44_o3-mini_orkg_d1_b1.md
44_o3-mini_orkg_d1_b4,d1_b4,0.15,0.88,0.4,0.82,0.92,0.634,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/44_o3-mini_orkg_d1_b4.md
44_o3-mini_orkg_d4_b1,d4_b1,0.4,0.8,0.6,0.82,0.75,0.674,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/44_o3-mini_orkg_d4_b1.md
44_o3-mini_orkg_d4_b4,d4_b4,0.45,0.73,0.6,0.92,0.92,0.724,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/44_o3-mini_orkg_d4_b4.md
45_o3-mini_orkg_d1_b1,d1_b1,0.05,0.3,0.3,0.85,0.9,0.48,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/45_o3-mini_orkg_d1_b1.md
45_o3-mini_orkg_d1_b4,d1_b4,0.55,0.3,0.55,0.7,0.68,0.556,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/45_o3-mini_orkg_d1_b4.md
45_o3-mini_orkg_d4_b1,d4_b1,0.6,0.4,0.45,0.7,0.75,0.58,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/45_o3-mini_orkg_d4_b1.md
45_o3-mini_orkg_d4_b4,d4_b4,0.55,0.75,0.6,0.92,0.75,0.714,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/45_o3-mini_orkg_d4_b4.md
46_o3-mini_orkg_d1_b1,d1_b1,0.25,0.15,0.45,0.92,0.5,0.454,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/46_o3-mini_orkg_d1_b1.md
46_o3-mini_orkg_d1_b4,d1_b4,0.3,0.45,0.47,0.93,0.58,0.546,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/46_o3-mini_orkg_d1_b4.md
46_o3-mini_orkg_d4_b1,d4_b1,0.55,0.3,0.2,0.87,0.78,0.54,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/46_o3-mini_orkg_d4_b1.md
46_o3-mini_orkg_d4_b4,d4_b4,0.2,0.92,0.55,0.75,0.92,0.668,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/46_o3-mini_orkg_d4_b4.md
47_o3-mini_orkg_d1_b1,d1_b1,0.52,0.33,0.45,0.88,0.3,0.496,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/47_o3-mini_orkg_d1_b1.md
47_o3-mini_orkg_d1_b4,d1_b4,0.2,0.6,0.4,0.68,0.93,0.562,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/47_o3-mini_orkg_d1_b4.md
47_o3-mini_orkg_d4_b1,d4_b1,0.12,0.6,0.57,0.92,0.82,0.606,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/47_o3-mini_orkg_d4_b1.md
47_o3-mini_orkg_d4_b4,d4_b4,0.1,0.67,0.45,0.65,0.92,0.558,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/47_o3-mini_orkg_d4_b4.md
48_o3-mini_orkg_d1_b1,d1_b1,0.5,0.2,0.55,0.7,0.45,0.48,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/48_o3-mini_orkg_d1_b1.md
48_o3-mini_orkg_d1_b4,d1_b4,0.05,0.92,0.7,0.78,0.92,0.674,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/48_o3-mini_orkg_d1_b4.md
48_o3-mini_orkg_d4_b1,d4_b1,0.2,0.62,0.4,0.7,0.7,0.524,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/48_o3-mini_orkg_d4_b1.md
48_o3-mini_orkg_d4_b4,d4_b4,0.1,0.52,0.63,0.45,0.65,0.47,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/48_o3-mini_orkg_d4_b4.md
49_o3-mini_orkg_d1_b1,d1_b1,0.55,0.25,0.45,0.93,0.93,0.622,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/49_o3-mini_orkg_d1_b1.md
49_o3-mini_orkg_d1_b4,d1_b4,0.45,0.93,0.35,0.75,0.7,0.636,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/49_o3-mini_orkg_d1_b4.md
49_o3-mini_orkg_d4_b1,d4_b1,0.45,0.67,0.4,0.93,0.6,0.61,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/49_o3-mini_orkg_d4_b1.md
49_o3-mini_orkg_d4_b4,d4_b4,0.45,0.93,0.23,0.85,0.88,0.668,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/49_o3-mini_orkg_d4_b4.md
4_o3-mini_orkg_d1_b1,d1_b1,0.4,0.55,0.4,0.92,0.7,0.594,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/4_o3-mini_orkg_d1_b1.md
4_o3-mini_orkg_d1_b4,d1_b4,0.45,0.58,0.5,0.92,0.45,0.58,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/4_o3-mini_orkg_d1_b4.md
4_o3-mini_orkg_d4_b1,d4_b1,0.45,0.4,0.3,0.93,0.3,0.476,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/4_o3-mini_orkg_d4_b1.md
4_o3-mini_orkg_d4_b4,d4_b4,0.55,0.3,0.25,0.6,0.4,0.42,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/4_o3-mini_orkg_d4_b4.md
5_o3-mini_orkg_d1_b1,d1_b1,0.22,0.77,0.67,0.93,0.56,0.63,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/5_o3-mini_orkg_d1_b1.md
5_o3-mini_orkg_d1_b4,d1_b4,0.48,0.65,0.4,0.65,0.45,0.526,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/5_o3-mini_orkg_d1_b4.md
5_o3-mini_orkg_d4_b1,d4_b1,0.2,0.55,0.45,0.92,0.65,0.554,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/5_o3-mini_orkg_d4_b1.md
5_o3-mini_orkg_d4_b4,d4_b4,0.05,0.75,0.45,0.4,0.45,0.42,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/5_o3-mini_orkg_d4_b4.md
6_o3-mini_orkg_d1_b1,d1_b1,0.6,0.8,0.45,0.92,0.4,0.634,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/6_o3-mini_orkg_d1_b1.md
6_o3-mini_orkg_d1_b4,d1_b4,0.4,0.6,0.35,0.65,0.4,0.48,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/6_o3-mini_orkg_d1_b4.md
6_o3-mini_orkg_d4_b1,d4_b1,0.2,0.05,0.45,0.6,0.48,0.356,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/6_o3-mini_orkg_d4_b1.md
6_o3-mini_orkg_d4_b4,d4_b4,0.2,0.92,0.45,0.45,0.7,0.544,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/6_o3-mini_orkg_d4_b4.md
7_o3-mini_orkg_d1_b1,d1_b1,0.3,0.92,0.45,0.6,0.52,0.558,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/7_o3-mini_orkg_d1_b1.md
7_o3-mini_orkg_d1_b4,d1_b4,0.05,0.92,0.55,0.45,0.45,0.484,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/7_o3-mini_orkg_d1_b4.md
7_o3-mini_orkg_d4_b1,d4_b1,0.3,0.92,0.55,0.55,0.4,0.544,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/7_o3-mini_orkg_d4_b1.md
7_o3-mini_orkg_d4_b4,d4_b4,0.35,0.82,0.7,0.85,0.88,0.72,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/7_o3-mini_orkg_d4_b4.md
8_o3-mini_orkg_d1_b1,d1_b1,0.53,0.2,0.25,0.62,0.45,0.41,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/8_o3-mini_orkg_d1_b1.md
8_o3-mini_orkg_d1_b4,d1_b4,0.65,0.08,0.45,0.93,0.65,0.552,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/8_o3-mini_orkg_d1_b4.md
8_o3-mini_orkg_d4_b1,d4_b1,0.45,0.45,0.45,0.87,0.63,0.57,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/8_o3-mini_orkg_d4_b1.md
8_o3-mini_orkg_d4_b4,d4_b4,0.65,0.52,0.3,0.65,0.7,0.564,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/8_o3-mini_orkg_d4_b4.md
9_o3-mini_orkg_d1_b1,d1_b1,0.35,0.3,0.45,0.9,0.5,0.5,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/9_o3-mini_orkg_d1_b1.md
9_o3-mini_orkg_d1_b4,d1_b4,0.6,0.62,0.05,0.73,0.45,0.49,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/9_o3-mini_orkg_d1_b4.md
9_o3-mini_orkg_d4_b1,d4_b1,0.6,0.05,0.07,0.55,0.55,0.364,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/9_o3-mini_orkg_d4_b1.md
9_o3-mini_orkg_d4_b4,d4_b4,0.05,0.85,0.2,0.8,0.55,0.49,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3-mini/9_o3-mini_orkg_d4_b4.md
